feature0,prediction,LoGoFunc_Neutral,LoGoFunc_GOF,LoGoFunc_LOF
25546,Neutral,0.73212594,0.0056169163,0.26225716
25547,Neutral,0.7270911,0.0064361277,0.26647288
25548,Neutral,0.5619947,0.005381356,0.43262392
25549,LOF,0.37784997,0.007115808,0.6150342
25550,LOF,0.35306206,0.026217302,0.6207207
25551,LOF,0.39123952,0.029019726,0.5797407
25552,LOF,0.34235314,0.020908976,0.6367379
25553,Neutral,0.8887045,0.002491593,0.10880401
25554,Neutral,0.5210871,0.014655704,0.46425718
25555,LOF,0.26598316,0.014716917,0.7192999
25556,Neutral,0.6273434,0.008435531,0.36422098
25557,LOF,0.22876018,0.017062603,0.7541772
25558,Neutral,0.54232734,0.011647502,0.44602516
25559,LOF,0.05436201,0.0064209937,0.939217
25560,LOF,0.013853742,0.0012726063,0.98487365
25561,LOF,0.023499155,0.003013532,0.97348726
25562,LOF,0.006283072,0.0015595828,0.99215734
25563,LOF,0.013421182,0.0014591323,0.98511964
25564,LOF,0.27653226,0.008579247,0.7148885
25565,LOF,0.086469136,0.027046446,0.88648444
25566,GOF,0.016964544,0.5467864,0.43624902
25567,LOF,0.004616069,0.0102800885,0.9851038
25568,LOF,0.0164736,0.0021182592,0.9814082
25569,LOF,0.006303907,0.0015379762,0.9921582
25570,LOF,0.0064291945,0.0028917198,0.9906791
25571,LOF,0.0036434657,0.0016714784,0.99468505
25572,LOF,0.003264359,0.0038073666,0.9929283
25573,LOF,0.0013595214,0.001981723,0.9966588
25574,LOF,0.00085044827,0.009509706,0.9896399
25575,LOF,0.0026582072,0.002099805,0.995242
25576,LOF,0.0013318778,0.006579492,0.99208856
25577,LOF,0.0012733827,0.010904494,0.9878221
25578,LOF,0.17775083,0.0032061494,0.81904304
25579,LOF,0.021399477,0.002072155,0.97652835
25580,LOF,0.0023557106,0.0010394006,0.9966049
25581,LOF,0.0035513337,0.0014255365,0.99502313
25582,LOF,0.0044136257,0.0011549195,0.99443144
