feature0,prediction,LoGoFunc_Neutral,LoGoFunc_GOF,LoGoFunc_LOF
25546,Neutral,0.71331334,0.005185208,0.2815014
25547,Neutral,0.66885304,0.006133647,0.3250133
25548,Neutral,0.55004877,0.004463503,0.44548777
25549,LOF,0.39203253,0.005772417,0.6021951
25550,LOF,0.3306134,0.02211164,0.6472749
25551,LOF,0.3603173,0.024177412,0.61550534
25552,LOF,0.32158008,0.01692083,0.6614991
25553,Neutral,0.89661855,0.0022445882,0.10113683
25554,LOF,0.4807647,0.012893818,0.50634146
25555,LOF,0.24289039,0.011487183,0.74562246
25556,Neutral,0.6144842,0.0068201567,0.37869567
25557,LOF,0.21485654,0.015092055,0.7700515
25558,Neutral,0.5204632,0.009537349,0.4699994
25559,LOF,0.056399345,0.0068936497,0.93670696
25560,LOF,0.01324235,0.0017387087,0.9850189
25561,LOF,0.022081725,0.0031196838,0.9747986
25562,LOF,0.007493445,0.0016354184,0.99087113
25563,LOF,0.012133779,0.0016352632,0.9862309
25564,LOF,0.24388365,0.012220442,0.7438959
25565,LOF,0.0999127,0.032152306,0.867935
25566,GOF,0.01988931,0.53232676,0.447784
25567,LOF,0.0046594306,0.011113962,0.98422664
25568,LOF,0.013462345,0.0020626371,0.984475
25569,LOF,0.0057232673,0.001784153,0.9924926
25570,LOF,0.0065877503,0.002161728,0.9912505
25571,LOF,0.003476736,0.0013763529,0.99514693
25572,LOF,0.004218884,0.0043512657,0.99142987
25573,LOF,0.0012512754,0.0018795597,0.99686915
25574,LOF,0.0007497015,0.0074252384,0.991825
25575,LOF,0.002872515,0.0018466375,0.9952808
25576,LOF,0.0011717088,0.005592312,0.993236
25577,LOF,0.0013208012,0.011550503,0.98712873
25578,LOF,0.16710518,0.0033942072,0.82950056
25579,LOF,0.02005803,0.0022157414,0.97772616
25580,LOF,0.0023245304,0.0013148967,0.9963606
25581,LOF,0.0032060517,0.001396447,0.9953975
25582,LOF,0.0037769843,0.0011385953,0.99508435
25583,LOF,0.0030055162,0.0025196325,0.9944748
25584,Neutral,0.6324244,0.005688436,0.3618871
25585,LOF,0.0006169244,0.0031006222,0.9962825
25586,LOF,0.0023682537,0.0017208706,0.9959109
25587,LOF,0.0023985603,0.0011966154,0.9964049
25588,LOF,0.002212932,0.0015215136,0.9962656
25589,Neutral,0.9011301,0.011504713,0.08736524
25590,LOF,0.0023108502,0.007921658,0.9897675
25591,LOF,0.033565626,0.002464859,0.96396947
25592,LOF,0.01545945,0.018128093,0.9664125
25593,LOF,0.00838698,0.03904451,0.95256853
25594,LOF,0.012662476,0.014396005,0.97294146
25595,LOF,0.055469956,0.018729577,0.9258005
25596,LOF,0.009017071,0.009144163,0.9818388
25597,LOF,0.0036723418,0.008186061,0.98814166
25598,LOF,0.024378393,0.0088144345,0.9668072
25599,LOF,0.0036999986,0.22075467,0.7755453
25600,LOF,0.022458723,0.255435,0.72210634
25601,LOF,0.0021625217,0.09230881,0.9055286
25602,LOF,0.010195988,0.011648843,0.9781552
25603,LOF,0.0158687,0.0037501596,0.9803812
25604,LOF,0.001913842,0.0044291927,0.99365693
25605,LOF,0.0027283211,0.01950682,0.9777648
25606,LOF,0.12769362,0.09908961,0.7732168
25607,LOF,0.00066507066,0.013612141,0.9857227
25608,LOF,0.0072822506,0.0194458,0.973272
25609,LOF,0.12670226,0.118019685,0.7552781
25610,LOF,0.0019823741,0.0009962809,0.9970214
25611,LOF,0.0032203656,0.0012728549,0.99550676
25612,LOF,0.0067532794,0.0010450106,0.9922017
25613,LOF,0.0074661165,0.0026197014,0.9899142
25614,LOF,0.005099816,0.0022215857,0.99267864
25615,LOF,0.0015117427,0.0028927508,0.9955955
25616,LOF,0.019806836,0.002164824,0.97802836
25617,LOF,0.012623782,0.0018704031,0.9855058
25618,LOF,0.028279515,0.007889424,0.963831
25619,LOF,0.0016366338,0.000909185,0.9974542
25620,LOF,0.031001402,0.0023776218,0.9666209
25621,LOF,0.0012080966,0.0014646227,0.9973273
25622,LOF,0.0022584253,0.0022473133,0.99549425
25623,LOF,0.0037804965,0.0026740173,0.9935455
25624,LOF,0.0036537508,0.00299132,0.9933549
25625,LOF,0.003043801,0.0038114518,0.99314475
25626,LOF,0.017021207,0.0014318074,0.981547
25627,Neutral,0.85852534,0.008239736,0.13323489
25628,LOF,0.07260203,0.0010800516,0.9263179
25629,LOF,0.029263675,0.0020970318,0.9686393
25630,LOF,0.24803825,0.00462578,0.747336
25631,Neutral,0.8595801,0.0030401275,0.13737981
25632,LOF,0.001014837,0.0032285487,0.99575657
25633,LOF,0.09245714,0.006563487,0.90097934
25634,LOF,0.003800807,0.008106394,0.9880927
25635,LOF,0.011046346,0.0059467377,0.98300683
25636,LOF,0.0014449226,0.26100084,0.7375542
25637,LOF,0.0046049,0.30488372,0.6905114
25638,LOF,0.002971055,0.068766735,0.9282622
25639,LOF,0.00199216,0.13541816,0.8625897
25640,Neutral,0.8159935,0.12004858,0.06395797
25641,LOF,0.007531499,0.18500537,0.8074631
25642,LOF,0.15662274,0.0133733535,0.8300039
25643,LOF,0.11281827,0.06071568,0.826466
25644,LOF,0.0033730587,0.09691546,0.89971143
25645,LOF,0.0015167284,0.050771978,0.94771135
25646,LOF,0.0046844287,0.041298445,0.95401716
25647,LOF,0.0012570923,0.01907991,0.97966295
25648,LOF,0.0007480576,0.010618197,0.98863375
25649,LOF,0.00061905454,0.007283686,0.99209726
25650,LOF,0.0035849675,0.046397552,0.9500175
25651,LOF,0.0006727987,0.021779303,0.9775479
25652,LOF,0.001601607,0.026099611,0.9722988
25653,LOF,0.009475108,0.06280769,0.9277172
25654,LOF,0.000528901,0.0066606128,0.9928104
25655,LOF,0.028160684,0.10416155,0.86767775
25656,LOF,0.1406702,0.0044597806,0.85487
25657,LOF,0.13597411,0.0014999626,0.86252594
25658,LOF,0.023999158,0.006886551,0.9691143
25659,LOF,0.1481833,0.00645293,0.84536374
25660,LOF,0.002756798,0.0036049604,0.9936382
25661,LOF,0.022386089,0.0016240225,0.97598994
25662,LOF,0.0030761037,0.0013145935,0.99560934
25663,LOF,0.0055236947,0.0034629651,0.99101335
25664,LOF,0.0047710715,0.0036892497,0.99153966
25665,LOF,0.007780703,0.0016492615,0.99057007
25666,LOF,0.008414609,0.015307009,0.9762784
25667,LOF,0.012808512,0.0014495942,0.98574185
25668,LOF,0.005808009,0.0026871448,0.99150485
25669,LOF,0.0051100696,0.004002014,0.9908879
25670,LOF,0.006117702,0.0051472187,0.988735
25671,LOF,0.017283102,0.0010996662,0.9816172
25672,LOF,0.006354453,0.0011597592,0.99248576
25673,LOF,0.002913786,0.0026669872,0.99441916
25674,LOF,0.0033998243,0.0034953307,0.9931049
25675,LOF,0.005117758,0.0033374585,0.99154484
25676,LOF,0.0014056893,0.0012022075,0.99739206
25677,LOF,0.0050898916,0.0029497698,0.99196035
25678,LOF,0.14043915,0.0063252165,0.8532356
25679,LOF,0.02049601,0.008341279,0.9711627
25680,LOF,0.0048416015,0.008583989,0.98657435
25681,LOF,0.014918111,0.008085801,0.9769961
25682,LOF,0.11438287,0.010494765,0.87512237
25683,LOF,0.013707494,0.011467642,0.9748249
25684,LOF,0.0076016486,0.0041010124,0.9882974
25685,LOF,0.02006726,0.0036773128,0.9762555
25686,LOF,0.009292351,0.0033567175,0.987351
25687,LOF,0.019661495,0.0025852348,0.9777533
25688,LOF,0.045151252,0.009087107,0.9457617
25689,LOF,0.015765293,0.0056919814,0.9785427
25690,LOF,0.038542558,0.0035328944,0.9579246
25691,LOF,0.46482113,0.0066983136,0.5284806
25692,LOF,0.16220401,0.00048291724,0.83731306
25693,LOF,0.021616727,0.11314297,0.86524034
25694,LOF,0.025128407,0.00036500525,0.97450656
25695,LOF,0.00693998,0.00033593638,0.9927241
25696,LOF,0.012784062,0.00091924274,0.98629665
25697,LOF,0.11585336,0.009575152,0.8745715
25698,LOF,0.056873836,0.15922864,0.7838975
25699,LOF,0.07579636,0.019634705,0.904569
25700,LOF,0.01735389,0.0008880105,0.9817582
25701,LOF,0.013402158,0.014570697,0.9720272
25702,LOF,0.0653239,0.32036266,0.6143135
25703,LOF,0.0008697021,0.00691651,0.9922138
25704,LOF,0.017328914,0.004804115,0.97786695
25705,LOF,0.020823086,0.030027803,0.9491491
25706,LOF,0.04688591,0.13263252,0.8204816
25707,LOF,0.028374918,0.108997405,0.8626277
25708,LOF,0.0061796093,0.0924517,0.90136874
25709,LOF,0.014489324,0.0023794747,0.9831312
25710,LOF,0.00062103174,0.010525601,0.98885334
25711,LOF,0.0033660997,0.006312698,0.9903212
25712,LOF,0.0013584634,0.036363497,0.96227807
25713,LOF,0.0021933038,0.0048243594,0.9929824
25714,LOF,0.047556836,0.01645843,0.93598473
25715,LOF,0.0015470259,0.0041375807,0.9943153
25716,LOF,0.0008196567,0.012618391,0.98656195
25717,LOF,0.0005133571,0.007574886,0.99191177
25718,LOF,0.002058927,0.005253289,0.9926878
25719,LOF,0.0022968547,0.0039513805,0.9937517
25720,LOF,0.0021457528,0.0026450637,0.99520916
25721,LOF,0.0020131296,0.0045168684,0.99346995
25722,LOF,0.002339123,0.0070971395,0.99056375
25723,LOF,0.0034807564,0.0049614403,0.99155784
25724,LOF,0.0044818847,0.0055730185,0.9899451
25725,LOF,0.0014501115,0.002888784,0.9956611
25726,LOF,0.0017871443,0.007159343,0.9910535
25727,LOF,0.0011019573,0.002855938,0.99604213
25728,LOF,0.0020479162,0.0048880093,0.9930641
25729,LOF,0.002094451,0.005067603,0.99283797
25730,LOF,0.002800015,0.0058580055,0.991342
25731,LOF,0.0017134919,0.0077422364,0.9905442
25732,LOF,0.0029973078,0.0028907196,0.99411196
25733,LOF,0.0029543864,0.003779157,0.99326646
25734,LOF,0.00056403235,0.008828518,0.9906075
25735,LOF,0.0014311962,0.0024025904,0.9961662
25736,LOF,0.0019124714,0.0036273145,0.9944602
25737,LOF,0.00437524,0.0051905676,0.99043417
25738,LOF,0.0017269843,0.006468852,0.9918041
