feature0,prediction,LoGoFunc_Neutral,LoGoFunc_GOF,LoGoFunc_LOF
25546,Neutral,0.7341874,0.005394775,0.2604178
25547,Neutral,0.7155531,0.00653544,0.27791142
25548,Neutral,0.582418,0.00497847,0.41260347
25549,LOF,0.41153,0.0063340017,0.58213603
25550,LOF,0.3515738,0.020888885,0.62753737
25551,LOF,0.36371022,0.023338208,0.6129515
25552,LOF,0.30208567,0.016255442,0.68165886
25553,Neutral,0.9047821,0.0021070372,0.09311086
25554,LOF,0.47232726,0.012021978,0.51565075
25555,LOF,0.23655905,0.01108148,0.75235945
25556,Neutral,0.5978298,0.007219547,0.39495063
25557,LOF,0.2110213,0.014317429,0.77466124
25558,Neutral,0.5011465,0.008816381,0.4900371
25559,LOF,0.06308547,0.00783232,0.9290822
25560,LOF,0.014920852,0.0021803514,0.98289883
25561,LOF,0.031054173,0.0044845114,0.9644613
25562,LOF,0.008410813,0.0020886632,0.98950046
25563,LOF,0.012790144,0.0016223915,0.9855875
25564,LOF,0.23399502,0.010353404,0.7556516
25565,LOF,0.10137268,0.029885985,0.86874133
25566,GOF,0.018517395,0.56016356,0.42131913
25567,LOF,0.0053253192,0.011088343,0.9835864
25568,LOF,0.016068993,0.0020005442,0.98193043
25569,LOF,0.007001688,0.0020054195,0.99099284
25570,LOF,0.0065815332,0.0023731205,0.9910453
25571,LOF,0.0037627122,0.0013713281,0.99486595
25572,LOF,0.004241261,0.004446021,0.9913127
25573,LOF,0.0013487239,0.0023936906,0.99625754
25574,LOF,0.00082585256,0.007883922,0.9912902
25575,LOF,0.0029638894,0.0022524868,0.9947836
25576,LOF,0.0016309591,0.006149484,0.99221957
25577,LOF,0.0014253824,0.012476931,0.9860977
25578,LOF,0.17803879,0.003346706,0.8186145
25579,LOF,0.02269632,0.002124486,0.97517914
25580,LOF,0.002483578,0.0013395624,0.99617684
25581,LOF,0.0037548016,0.0017177378,0.9945274
25582,LOF,0.004486246,0.0014306061,0.9940831
25583,LOF,0.00306792,0.0023636569,0.99456847
25584,Neutral,0.60084933,0.0054489444,0.3937017
25585,LOF,0.00066653034,0.0033127943,0.99602073
25586,LOF,0.0024983936,0.0019528504,0.9955487
25587,LOF,0.0026409533,0.0012974321,0.9960616
25588,LOF,0.0021639585,0.0017438261,0.99609226
25589,Neutral,0.884743,0.01303336,0.10222361
25590,LOF,0.0024497523,0.008585759,0.98896444
25591,LOF,0.04258156,0.0029210695,0.9544974
25592,LOF,0.016445694,0.018549288,0.965005
25593,LOF,0.008240264,0.037513595,0.95424616
25594,LOF,0.0131105855,0.012414014,0.97447544
25595,LOF,0.056668688,0.015375768,0.92795557
25596,LOF,0.0077010537,0.0090643335,0.98323464
25597,LOF,0.0038290669,0.0079279635,0.98824304
25598,LOF,0.027504519,0.00765896,0.96483654
25599,LOF,0.003898987,0.19829252,0.79780847
25600,LOF,0.02282805,0.21463002,0.76254195
25601,LOF,0.002046598,0.0749527,0.9230007
25602,LOF,0.01095075,0.012460838,0.97658837
25603,LOF,0.015909426,0.0036158024,0.98047477
25604,LOF,0.0020995496,0.0047430643,0.99315745
25605,LOF,0.0021669772,0.0224194,0.9754136
25606,LOF,0.13358554,0.09828769,0.7681268
25607,LOF,0.000696437,0.015761541,0.98354197
25608,LOF,0.00797143,0.01850932,0.97351927
25609,LOF,0.12475847,0.13132744,0.7439141
25610,LOF,0.0023285903,0.0011669792,0.9965044
25611,LOF,0.0032108398,0.0013627856,0.99542636
25612,LOF,0.007822501,0.0012433999,0.99093413
25613,LOF,0.007498488,0.0029993434,0.98950225
25614,LOF,0.00567408,0.0025540057,0.9917719
25615,LOF,0.001651135,0.0031584718,0.9951904
25616,LOF,0.022506652,0.002341201,0.97515213
25617,LOF,0.014988714,0.0018262967,0.983185
25618,LOF,0.032436427,0.007848096,0.9597155
25619,LOF,0.0018599783,0.0009665097,0.9971734
25620,LOF,0.038005725,0.002887536,0.9591067
25621,LOF,0.0012349882,0.001472558,0.99729246
25622,LOF,0.0020333605,0.002356826,0.9956098
25623,LOF,0.00378471,0.0027284902,0.99348676
25624,LOF,0.004488289,0.003158773,0.9923529
25625,LOF,0.002938722,0.0041928617,0.99286836
25626,LOF,0.018934576,0.0015527402,0.97951263
25627,Neutral,0.8740354,0.0070541776,0.11891045
25628,LOF,0.088985056,0.0014736479,0.90954125
25629,LOF,0.026001908,0.0018809143,0.9721172
25630,LOF,0.23420481,0.0048483047,0.76094687
25631,Neutral,0.86950845,0.0028510422,0.12764046
25632,LOF,0.00090404,0.0029328114,0.99616313
25633,LOF,0.09012634,0.0067618596,0.90311176
25634,LOF,0.0037680112,0.007530437,0.9887016
25635,LOF,0.010012663,0.005607777,0.9843796
25636,LOF,0.0015899146,0.26854673,0.72986335
25637,LOF,0.0051858886,0.30030802,0.69450605
25638,LOF,0.002852691,0.06703224,0.93011504
25639,LOF,0.0016987466,0.14178853,0.8565128
25640,Neutral,0.81440675,0.11258839,0.0730048
25641,LOF,0.006847447,0.1922036,0.800949
25642,LOF,0.14367442,0.0124737,0.84385186
25643,LOF,0.109897844,0.062388342,0.8277138
25644,LOF,0.0029433458,0.0790745,0.91798216
25645,LOF,0.0015280858,0.04848068,0.9499912
25646,LOF,0.0047953124,0.03310939,0.9620953
25647,LOF,0.0012408677,0.018138597,0.98062056
25648,LOF,0.00067460997,0.010782504,0.9885429
25649,LOF,0.000610054,0.006533393,0.9928565
