feature0,prediction,LoGoFunc_Neutral,LoGoFunc_GOF,LoGoFunc_LOF
25546,Neutral,0.6965632,0.0016024855,0.30183434
25547,Neutral,0.70140713,0.0017126403,0.29688016
25548,Neutral,0.6456131,0.0015395677,0.3528474
25549,LOF,0.45418692,0.0018718354,0.54394126
25550,LOF,0.3620136,0.0036186536,0.6343677
25551,LOF,0.25762567,0.0032774957,0.73909676
25552,LOF,0.33040053,0.0030737764,0.6665258
25553,Neutral,0.9283268,0.0007438341,0.07092941
25554,LOF,0.48623866,0.002474967,0.5112864
25555,LOF,0.27003047,0.0027919689,0.7271776
25556,Neutral,0.6817644,0.0019580547,0.31627753
25557,LOF,0.19188425,0.0028438226,0.8052719
25558,Neutral,0.5416368,0.0023023493,0.45606077
25559,LOF,0.06836558,0.007018361,0.9246161
25560,LOF,0.0058548185,0.0092499005,0.9848952
25561,LOF,0.0191371,0.020530127,0.9603328
25562,LOF,0.009066425,0.0031947512,0.98773885
25563,LOF,0.009429809,0.0038212726,0.9867489
25564,LOF,0.058713228,0.0071852854,0.9341015
25565,LOF,0.032673724,0.023172969,0.94415337
25566,GOF,0.014405216,0.71749765,0.2680972
25567,LOF,0.006636377,0.01972608,0.9736376
25568,LOF,0.03300397,0.0036440368,0.96335196
25569,LOF,0.027827412,0.002882847,0.9692898
25570,LOF,0.005226433,0.005925008,0.98884857
25571,LOF,0.003267521,0.004954769,0.9917778
25572,LOF,0.005730709,0.019605435,0.97466385
25573,LOF,0.0033901995,0.009840663,0.9867691
25574,LOF,0.004953245,0.058594238,0.93645257
25575,LOF,0.0059470064,0.0056910296,0.988362
25576,LOF,0.0022201515,0.019769376,0.9780105
25577,LOF,0.0015628535,0.03315407,0.96528304
25578,LOF,0.25232702,0.0051983423,0.7424747
25579,LOF,0.0901504,0.003739622,0.90611005
25580,LOF,0.004454044,0.0022331015,0.9933129
25581,LOF,0.0077076633,0.007068654,0.98522365
25582,LOF,0.007534591,0.005006029,0.9874594
25583,LOF,0.008588933,0.0052273474,0.9861837
25584,Neutral,0.8295808,0.009759774,0.16065939
25585,LOF,0.0018928994,0.03437729,0.9637298
25586,LOF,0.0042253705,0.0058923145,0.9898823
25587,LOF,0.0035525772,0.00304274,0.9934047
25588,LOF,0.0031734875,0.0034598324,0.99336666
25589,Neutral,0.9528529,0.006214631,0.040932488
25590,LOF,0.0020616173,0.012787562,0.98515075
25591,LOF,0.06947509,0.005704147,0.9248208
25592,LOF,0.027816856,0.039244536,0.93293864
25593,LOF,0.010525412,0.16976406,0.81971055
25594,LOF,0.00492355,0.0059272028,0.9891493
25595,LOF,0.073905945,0.0040903017,0.9220038
25596,LOF,0.008581945,0.004117913,0.9873002
25597,LOF,0.002920114,0.0019257742,0.99515414
25598,LOF,0.026717639,0.0031079436,0.9701744
25599,LOF,0.0034975293,0.14437202,0.8521304
25600,LOF,0.011185327,0.18540241,0.8034123
25601,LOF,0.001901332,0.023792358,0.97430634
25602,LOF,0.0054671317,0.0056129927,0.9889199
25603,LOF,0.06997445,0.013539376,0.91648614
25604,LOF,0.0061740885,0.013627922,0.980198
25605,LOF,0.004341744,0.021337455,0.9743208
25606,LOF,0.098476954,0.14706382,0.75445926
25607,LOF,0.0012330194,0.012295378,0.9864716
25608,LOF,0.020743959,0.037256524,0.9419995
25609,LOF,0.091385104,0.06595296,0.84266186
25610,LOF,0.0022620026,0.006082674,0.99165535
25611,LOF,0.0018489956,0.0044179223,0.9937331
25612,LOF,0.007731653,0.0039141253,0.9883542
25613,LOF,0.0054315277,0.007900958,0.9866676
25614,LOF,0.0054237857,0.007053259,0.987523
25615,LOF,0.0022085703,0.00784754,0.98994386
25616,LOF,0.025043713,0.014981023,0.9599753
25617,LOF,0.02915649,0.012674885,0.9581686
25618,LOF,0.042842604,0.103632025,0.8535254
25619,LOF,0.0009933136,0.0057261614,0.9932806
25620,LOF,0.024813645,0.009105598,0.9660808
25621,LOF,0.0028765255,0.0029341076,0.9941894
25622,LOF,0.0050816718,0.006710523,0.98820776
25623,LOF,0.0034803648,0.013964156,0.9825555
25624,LOF,0.0032390272,0.0071844864,0.98957646
25625,LOF,0.0039030965,0.0061533996,0.9899435
25626,LOF,0.017126203,0.0045489,0.97832495
25627,Neutral,0.95904833,0.00175927,0.03919234
25628,LOF,0.117996454,0.00076441246,0.8812392
25629,LOF,0.047038123,0.0024544224,0.9505075
25630,LOF,0.3490324,0.0039176457,0.64704996
25631,Neutral,0.83461803,0.0010969831,0.16428491
25632,LOF,0.00091159245,0.0034752218,0.9956132
25633,LOF,0.09970889,0.007992281,0.8922988
25634,LOF,0.007910008,0.010600574,0.98148936
25635,LOF,0.0031936371,0.0019234911,0.99488294
25636,LOF,0.0013366406,0.22185287,0.7768105
25637,LOF,0.004405352,0.44226032,0.5533343
25638,LOF,0.0011884638,0.20560147,0.79321
25639,LOF,0.0016784834,0.25345027,0.74487126
25640,Neutral,0.84698176,0.064188145,0.088830076
25641,LOF,0.010793221,0.040339436,0.9488674
25642,LOF,0.19399396,0.01207143,0.7939346
25643,LOF,0.11644626,0.03360579,0.8499479
25644,LOF,0.0014400015,0.3434099,0.6551501
25645,LOF,0.001582092,0.21083322,0.7875846
25646,LOF,0.0028337426,0.109616525,0.88754976
25647,LOF,0.0007801803,0.043901138,0.95531875
25648,LOF,0.0006259528,0.04512829,0.9542457
25649,LOF,0.00034885432,0.03454096,0.9651101
25650,LOF,0.004013623,0.27445412,0.7215323
25651,LOF,0.0003861225,0.051592767,0.94802105
25652,LOF,0.0009121644,0.04830877,0.9507791
25653,LOF,0.0065986547,0.14073811,0.8526632
25654,LOF,0.00074125873,0.034590073,0.96466863
25655,LOF,0.009167473,0.2667711,0.7240614
