feature0,prediction,LoGoFunc_Neutral,LoGoFunc_GOF,LoGoFunc_LOF
25546,Neutral,0.67139536,0.0043275678,0.324277
25547,Neutral,0.71305966,0.0034523625,0.28348804
25548,Neutral,0.59496343,0.002931484,0.40210506
25549,LOF,0.39052978,0.004163857,0.6053064
25550,LOF,0.42553455,0.008540177,0.5659253
25551,LOF,0.33024964,0.010893983,0.6588564
25552,LOF,0.36414367,0.009086479,0.62676984
25553,Neutral,0.93082976,0.0013581939,0.06781204
25554,Neutral,0.58270025,0.006232807,0.41106695
25555,LOF,0.30933493,0.0059943595,0.68467075
25556,Neutral,0.6749383,0.0033571937,0.32170448
25557,LOF,0.24004228,0.008309284,0.75164837
25558,Neutral,0.59396595,0.0053915465,0.40064254
25559,LOF,0.05640034,0.010417543,0.93318206
25560,LOF,0.010884925,0.0036814725,0.9854336
25561,LOF,0.026068008,0.0063051917,0.96762675
25562,LOF,0.010241987,0.0020857032,0.98767227
25563,LOF,0.012740846,0.0019987384,0.9852604
25564,LOF,0.10611494,0.009889882,0.88399523
25565,LOF,0.049938373,0.023963207,0.92609847
25566,GOF,0.01582029,0.59757066,0.38660905
25567,LOF,0.0046526585,0.0146651985,0.98068213
25568,LOF,0.016309684,0.002685271,0.981005
25569,LOF,0.008479638,0.0020411308,0.98947924
25570,LOF,0.0050921347,0.0027384409,0.99216944
25571,LOF,0.0038432067,0.0024280131,0.99372876
25572,LOF,0.004106165,0.005844066,0.99004984
25573,LOF,0.0013564468,0.0028001165,0.99584347
25574,LOF,0.0010055287,0.011304013,0.98769045
25575,LOF,0.0037643083,0.002964661,0.99327105
25576,LOF,0.0010322658,0.0060679065,0.9928999
25577,LOF,0.0009486609,0.009854344,0.98919696
25578,LOF,0.19522987,0.0073671755,0.7974029
25579,LOF,0.042486627,0.0040845578,0.9534288
25580,LOF,0.0019373012,0.0013706535,0.99669206
25581,LOF,0.005964593,0.0027619742,0.99127346
25582,LOF,0.0063059926,0.0018774383,0.9918166
25583,LOF,0.0026665523,0.0023261576,0.9950073
25584,Neutral,0.66933864,0.01388548,0.3167759
25585,LOF,0.00088226056,0.010117767,0.989
25586,LOF,0.0026335497,0.0042008497,0.99316555
25587,LOF,0.0018361075,0.0016819448,0.9964819
25588,LOF,0.001739561,0.0023654958,0.9958949
25589,Neutral,0.92883027,0.015903039,0.05526669
25590,LOF,0.0026323427,0.014438135,0.9829296
25591,LOF,0.03645081,0.0036340433,0.9599151
25592,LOF,0.023427883,0.023925606,0.9526465
25593,LOF,0.007105379,0.058982223,0.93391234
25594,LOF,0.0132520255,0.011526358,0.97522163
25595,LOF,0.058611374,0.00886484,0.9325238
