feature0,prediction,LoGoFunc_Neutral,LoGoFunc_GOF,LoGoFunc_LOF
25546,Neutral,0.66229934,0.0031150712,0.3345856
25547,Neutral,0.7330025,0.0028983937,0.26409906
25548,Neutral,0.6317857,0.0025606519,0.3656537
25549,LOF,0.41657838,0.0037692268,0.5796524
25550,LOF,0.36482355,0.00883551,0.6263409
25551,LOF,0.35703,0.0093725,0.6335975
25552,LOF,0.351965,0.005804125,0.64223087
25553,Neutral,0.9211426,0.0014225666,0.07743487
25554,Neutral,0.54097015,0.004665865,0.4543639
25555,LOF,0.27081442,0.004984021,0.72420156
25556,Neutral,0.6668819,0.003218237,0.32989982
25557,LOF,0.21785052,0.006349485,0.7758
25558,LOF,0.47737545,0.0039765704,0.518648
25559,LOF,0.094217196,0.01270275,0.89308006
25560,LOF,0.007825334,0.0022429163,0.9899317
25561,LOF,0.024134805,0.0047108727,0.97115433
25562,LOF,0.010718553,0.0017015812,0.9875799
25563,LOF,0.029098371,0.0017496725,0.9691519
25564,LOF,0.25379193,0.009630544,0.7365775
25565,LOF,0.076931864,0.03988602,0.88318217
25566,GOF,0.013369324,0.63969284,0.34693778
25567,LOF,0.003906205,0.0105077345,0.9855861
25568,LOF,0.017000102,0.0027508128,0.9802491
25569,LOF,0.0095673455,0.0025812464,0.98785144
25570,LOF,0.0048210537,0.0033827198,0.99179626
25571,LOF,0.003757426,0.0026938322,0.9935488
25572,LOF,0.0027466998,0.0039457274,0.9933076
25573,LOF,0.0016157695,0.002638383,0.99574584
25574,LOF,0.0013009239,0.013598382,0.9851007
25575,LOF,0.002385841,0.0032235573,0.99439067
25576,LOF,0.0008833857,0.0057860855,0.99333054
25577,LOF,0.0013168354,0.011956523,0.98672664
25578,LOF,0.21871361,0.00671324,0.77457315
25579,LOF,0.028155757,0.0046658735,0.9671784
25580,LOF,0.002486484,0.0026259308,0.99488765
25581,LOF,0.0041446537,0.002018876,0.99383646
25582,LOF,0.004653779,0.0017192845,0.99362695
25583,LOF,0.0024782156,0.0024577002,0.9950641
25584,Neutral,0.62416214,0.013558685,0.3622792
25585,LOF,0.00056459795,0.0074505685,0.9919849
25586,LOF,0.002359532,0.0040688,0.99357164
25587,LOF,0.0016471732,0.002012445,0.9963404
25588,LOF,0.0020326339,0.0026905257,0.9952768
25589,Neutral,0.90033686,0.021187777,0.078475416
25590,LOF,0.0017408351,0.009530238,0.988729
25591,LOF,0.046676,0.004349675,0.9489744
25592,LOF,0.017624702,0.021712739,0.96066254
25593,LOF,0.008782331,0.073755525,0.91746217
25594,LOF,0.012007066,0.011704218,0.9762887
25595,LOF,0.061918106,0.011877097,0.9262048
25596,LOF,0.0076812813,0.0059634135,0.98635536
25597,LOF,0.0027381948,0.004199448,0.9930623
25598,LOF,0.019415757,0.0060168006,0.9745675
25599,LOF,0.004910586,0.27608165,0.71900773
25600,LOF,0.022457194,0.24126486,0.73627794
25601,LOF,0.0020838783,0.07720929,0.92070687
25602,LOF,0.009158433,0.010934633,0.9799069
25603,LOF,0.033495508,0.009940676,0.9565638
25604,LOF,0.0032214231,0.0073565757,0.989422
25605,LOF,0.0026439638,0.036002677,0.96135336
25606,LOF,0.12513173,0.1388362,0.73603207
25607,LOF,0.00097543764,0.02674002,0.9722846
25608,LOF,0.01293887,0.028946558,0.95811456
25609,LOF,0.07249285,0.08683867,0.8406685
25610,LOF,0.0016171536,0.0010257808,0.9973571
25611,LOF,0.001881427,0.0011023099,0.9970163
25612,LOF,0.008647613,0.0014508466,0.98990154
25613,LOF,0.007388962,0.0026348392,0.9899762
25614,LOF,0.006523483,0.00213451,0.991342
25615,LOF,0.0019616226,0.0031178086,0.99492055
25616,LOF,0.015902229,0.0025531505,0.9815446
25617,LOF,0.017097097,0.0023076318,0.98059523
25618,LOF,0.025307963,0.009966354,0.9647257
25619,LOF,0.0008647882,0.0009319458,0.9982033
25620,LOF,0.03487194,0.0027838955,0.96234417
25621,LOF,0.0017411171,0.001414115,0.99684477
25622,LOF,0.0028599335,0.0022779882,0.994862
25623,LOF,0.0034276396,0.0028156918,0.99375665
25624,LOF,0.0023745138,0.0014210858,0.99620444
25625,LOF,0.002663401,0.0028311727,0.99450547
25626,LOF,0.021201449,0.0016154465,0.9771831
25627,Neutral,0.9208574,0.0041199396,0.075022556
25628,LOF,0.08992016,0.0014804495,0.9085993
25629,LOF,0.037474744,0.0033785652,0.95914674
25630,LOF,0.23278503,0.0066836495,0.7605313
25631,Neutral,0.87652886,0.0023986492,0.121072456
25632,LOF,0.0011004611,0.004189776,0.99470973
25633,LOF,0.05847649,0.005852155,0.9356713
25634,LOF,0.004028214,0.009885723,0.98608613
25635,LOF,0.008572559,0.0039590243,0.98746836
25636,LOF,0.0008569019,0.16264029,0.83650285
25637,LOF,0.004716896,0.24639681,0.7488863
25638,LOF,0.0026404662,0.09490421,0.9024553
25639,LOF,0.0016543404,0.13765025,0.8606954
25640,Neutral,0.87112707,0.07519641,0.053676423
25641,LOF,0.008311248,0.30518886,0.68649983
25642,LOF,0.12792102,0.02115055,0.8509284
25643,LOF,0.09636677,0.06841182,0.8352214
25644,LOF,0.002957969,0.064835295,0.93220675
25645,LOF,0.002179473,0.048329312,0.94949126
25646,LOF,0.0054524015,0.03140462,0.96314293
25647,LOF,0.0015682896,0.018659435,0.9797722
25648,LOF,0.0010842446,0.01992772,0.97898805
25649,LOF,0.0005266447,0.008250272,0.9912231
25650,LOF,0.0035572061,0.038182333,0.9582604
