feature0,prediction,LoGoFunc_Neutral,LoGoFunc_GOF,LoGoFunc_LOF
25546,Neutral,0.80137587,0.004447382,0.19417675
25547,Neutral,0.708567,0.0042210533,0.28721195
25548,Neutral,0.7115015,0.0030382937,0.28546023
25549,Neutral,0.64445645,0.0029162257,0.35262734
25550,LOF,0.46773085,0.013684966,0.51858413
25551,LOF,0.35720336,0.014390838,0.6284058
25552,LOF,0.19903888,0.009287443,0.7916737
25553,Neutral,0.93558985,0.00181512,0.06259498
25554,LOF,0.16195382,0.009116561,0.82892966
25555,LOF,0.10138675,0.005996047,0.8926172
25556,Neutral,0.60624975,0.004632499,0.38911778
25557,LOF,0.08757204,0.0062872358,0.90614074
25558,LOF,0.15294577,0.009819048,0.83723515
25559,LOF,0.36683512,0.008965434,0.62419945
25560,LOF,0.014508795,0.021449866,0.96404135
25561,LOF,0.033126444,0.025248041,0.9416255
25562,LOF,0.015530141,0.012562247,0.97190756
25563,LOF,0.022407904,0.010194411,0.9673977
25564,LOF,0.1401804,0.061470848,0.7983487
25565,LOF,0.09750451,0.022399483,0.880096
25566,LOF,0.01521187,0.4010619,0.5837262
25567,LOF,0.0021407264,0.0016588873,0.9962004
25568,LOF,0.017447019,0.0053663445,0.9771867
25569,LOF,0.008360856,0.0016432835,0.98999584
25570,LOF,0.06339727,0.009774295,0.9268284
25571,LOF,0.053986654,0.0071716085,0.9388417
25572,LOF,0.017752845,0.012890163,0.969357
25573,LOF,0.0012341732,0.0019918566,0.996774
25574,LOF,0.0015040613,0.002489316,0.99600667
25575,LOF,0.04897182,0.008614123,0.942414
25576,LOF,0.003974489,0.0043409467,0.99168456
25577,LOF,0.0028132086,0.015482706,0.98170406
25578,LOF,0.14154238,0.0074137496,0.8510438
25579,LOF,0.1589455,0.006360478,0.834694
25580,LOF,0.034319006,0.0076888963,0.9579921
25581,LOF,0.0073322686,0.002574412,0.9900933
25582,LOF,0.0064453636,0.0016140532,0.99194056
25583,LOF,0.06185952,0.008317921,0.92982256
25584,Neutral,0.7547964,0.0039020425,0.24130163
25585,LOF,0.0038931302,0.009091614,0.98701525
25586,LOF,0.012738873,0.0033562877,0.9839048
25587,LOF,0.010877998,0.0023869677,0.9867351
25588,LOF,0.021723976,0.0043603703,0.97391564
25589,Neutral,0.76092404,0.0108253695,0.22825065
25590,LOF,0.005635818,0.010105101,0.98425907
25591,LOF,0.033902228,0.0018117292,0.9642861
25592,LOF,0.072472304,0.027422272,0.9001054
25593,LOF,0.01067475,0.04358613,0.94573915
25594,LOF,0.0054020174,0.030509103,0.9640889
25595,LOF,0.04048356,0.06813537,0.8913811
25596,LOF,0.019176973,0.04385504,0.936968
25597,LOF,0.010249033,0.018119669,0.9716313
25598,LOF,0.015315049,0.031558327,0.95312667
25599,LOF,0.007655597,0.350008,0.64233637
25600,LOF,0.0064881947,0.22061524,0.7728965
25601,LOF,0.001943067,0.14479266,0.8532642
25602,LOF,0.020758843,0.020216096,0.9590251
25603,LOF,0.04067431,0.0077306707,0.951595
25604,LOF,0.004549503,0.030249989,0.96520054
25605,LOF,0.004734034,0.05149475,0.9437712
25606,LOF,0.051369846,0.4468877,0.5017425
25607,LOF,0.0003476927,0.016480843,0.9831715
25608,LOF,0.14647847,0.03826034,0.8152612
25609,LOF,0.09897313,0.0687348,0.832292
25610,LOF,0.024954464,0.0028518643,0.97219366
25611,LOF,0.03411911,0.002613158,0.9632677
25612,LOF,0.03426664,0.0031627205,0.96257067
25613,LOF,0.024102354,0.0072507695,0.9686469
25614,LOF,0.025514547,0.004393801,0.9700917
25615,LOF,0.0069919196,0.005301801,0.98770624
25616,LOF,0.031107776,0.00618203,0.9627102
25617,LOF,0.03112614,0.006341987,0.9625319
25618,LOF,0.31083876,0.013316407,0.67584485
25619,LOF,0.0132740075,0.0021055061,0.98462045
25620,LOF,0.023747884,0.005561044,0.970691
25621,LOF,0.0068742433,0.0041532316,0.9889725
25622,LOF,0.009442845,0.0119468225,0.9786104
25623,LOF,0.013495452,0.007598062,0.9789065
25624,LOF,0.02398443,0.003552086,0.9724635
25625,LOF,0.012088968,0.009675234,0.97823584
25626,LOF,0.036327135,0.0034318522,0.960241
25627,Neutral,0.733137,0.01363255,0.2532304
25628,LOF,0.040900655,0.0017076572,0.9573916
25629,LOF,0.025981305,0.030771967,0.9432467
25630,LOF,0.14629862,0.006961546,0.8467399
25631,Neutral,0.6656537,0.007261008,0.3270853
25632,LOF,0.0029656112,0.004448449,0.99258596
25633,LOF,0.07250872,0.0063161454,0.9211752
25634,LOF,0.003270943,0.004842058,0.99188703
25635,LOF,0.022045907,0.0029691802,0.9749849
25636,LOF,0.0010018611,0.49504507,0.5039531
25637,LOF,0.0011883822,0.34137067,0.6574409
25638,LOF,0.002393437,0.1940826,0.8035239
25639,LOF,0.0009907056,0.2653359,0.7336734
25640,Neutral,0.8452825,0.10460855,0.050108954
25641,LOF,0.003493102,0.18340936,0.8130975
25642,LOF,0.07553218,0.019393709,0.9050741
25643,LOF,0.23693924,0.11209163,0.6509691
25644,LOF,0.019106915,0.43684775,0.5440453
25645,LOF,0.00514939,0.298794,0.69605666
25646,LOF,0.008750655,0.20337865,0.78787076
25647,LOF,0.0018173752,0.054581907,0.94360065
25648,LOF,0.0014308835,0.17803323,0.82053584
25649,LOF,0.0012306432,0.047551952,0.95121735
25650,LOF,0.015237745,0.23520099,0.74956125
25651,LOF,0.0008710823,0.034073513,0.9650554
25652,LOF,0.009490512,0.1542836,0.8362259
25653,LOF,0.08127805,0.4373667,0.4813553
25654,LOF,0.0029981763,0.18542132,0.8115805
25655,LOF,0.117533654,0.29127172,0.5911947
25656,LOF,0.033382334,0.009004339,0.9576133
25657,LOF,0.19483718,0.002083273,0.8030795
25658,LOF,0.01896441,0.014235697,0.96679986
25659,LOF,0.14910582,0.0029856425,0.8479085
25660,LOF,0.023165792,0.0035986404,0.97323555
25661,LOF,0.01331899,0.001632901,0.9850482
25662,LOF,0.008900216,0.0018124123,0.9892874
25663,LOF,0.021903798,0.011379501,0.9667167
25664,LOF,0.005678283,0.015027054,0.9792947
25665,LOF,0.0031299815,0.0026153831,0.99425465
25666,LOF,0.012930846,0.01983637,0.9672328
25667,LOF,0.015878556,0.0021124154,0.98200905
25668,LOF,0.022259176,0.002857413,0.97488344
25669,LOF,0.026951527,0.005758503,0.96729004
25670,LOF,0.00760798,0.0049434267,0.98744863
25671,LOF,0.010675925,0.0017797044,0.9875444
25672,LOF,0.0045999684,0.0021061595,0.9932939
25673,LOF,0.008942032,0.007137414,0.98392063
25674,LOF,0.0045101508,0.0061644455,0.9893254
25675,LOF,0.007936181,0.0073682377,0.9846956
25676,LOF,0.004631793,0.001768635,0.99359953
25677,LOF,0.03699755,0.0012141486,0.9617883
25678,LOF,0.23043898,0.0020195618,0.76754147
25679,LOF,0.013636233,0.0021996286,0.9841642
25680,LOF,0.027870618,0.0028135912,0.96931577
25681,LOF,0.034425896,0.0023542845,0.9632198
25682,LOF,0.018873159,0.0018191198,0.9793077
25683,LOF,0.0076505095,0.0037717202,0.9885777
25684,LOF,0.02168197,0.002594672,0.9757234
25685,LOF,0.023810681,0.005082283,0.971107
25686,LOF,0.00351976,0.0034348753,0.9930454
25687,LOF,0.009705746,0.0040506744,0.98624355
25688,LOF,0.022860272,0.0038680227,0.97327167
25689,LOF,0.010170855,0.00077782513,0.9890513
25690,LOF,0.005554769,0.0008598703,0.9935854
25691,LOF,0.14126024,0.0039296984,0.85481
25692,LOF,0.079191305,0.00087751733,0.91993123
25693,LOF,0.019635634,0.028300984,0.95206344
25694,LOF,0.021992272,0.00088516803,0.97712255
25695,LOF,0.009389024,0.0017909289,0.98882
25696,LOF,0.054342162,0.0044346866,0.94122314
25697,LOF,0.15637647,0.027288424,0.8163351
25698,LOF,0.017991483,0.09930185,0.8827067
25699,LOF,0.099949755,0.039864093,0.8601862
25700,LOF,0.023660988,0.0029319006,0.9734071
25701,LOF,0.01165232,0.013362431,0.97498524
25702,GOF,0.026450343,0.49546283,0.47808677
25703,LOF,0.0038942713,0.017335236,0.97877043
25704,LOF,0.05794533,0.0074992087,0.9345555
25705,LOF,0.024453163,0.017672714,0.9578742
25706,LOF,0.017007826,0.4060489,0.5769433
25707,LOF,0.02565534,0.22424707,0.75009763
25708,LOF,0.0054623494,0.17420557,0.8203321
25709,LOF,0.013558768,0.008672523,0.97776866
25710,LOF,0.0022929006,0.035675246,0.96203184
25711,LOF,0.021178558,0.01369841,0.965123
25712,LOF,0.0022131654,0.08615712,0.91162974
25713,LOF,0.017921058,0.015055867,0.9670231
25714,LOF,0.023196565,0.041869093,0.9349344
25715,LOF,0.021251125,0.021734718,0.95701414
25716,LOF,0.0011209898,0.032474067,0.9664049
25717,LOF,0.00087015895,0.032696724,0.96643317
25718,LOF,0.019320102,0.012041003,0.96863896
25719,LOF,0.013407677,0.014834295,0.97175807
25720,LOF,0.011304454,0.018463265,0.9702323
25721,LOF,0.009324526,0.0074157747,0.9832597
25722,LOF,0.007455716,0.024736473,0.9678078
