feature0,prediction,LoGoFunc_Neutral,LoGoFunc_GOF,LoGoFunc_LOF
25546,Neutral,0.8534925,0.0052560107,0.14125155
25547,Neutral,0.77862996,0.0074466285,0.2139234
25548,Neutral,0.66692656,0.0059561655,0.32711723
25549,Neutral,0.6752205,0.0075615733,0.31721795
25550,Neutral,0.8111528,0.004320685,0.18452646
25551,Neutral,0.89189464,0.004380785,0.103724524
25552,Neutral,0.52910084,0.005711802,0.4651873
25553,Neutral,0.6515348,0.0033368312,0.34512845
25554,LOF,0.34252647,0.0072592204,0.65021425
25555,LOF,0.18710484,0.0032360307,0.8096591
25556,LOF,0.43509215,0.004552025,0.5603558
25557,LOF,0.16501044,0.0042725652,0.830717
25558,LOF,0.33503264,0.006079187,0.65888816
25559,LOF,0.2683731,0.041504882,0.690122
25560,LOF,0.024700925,0.05311665,0.9221824
25561,LOF,0.07332785,0.05713219,0.86954
25562,LOF,0.028525457,0.024688791,0.94678575
25563,LOF,0.023543233,0.009239196,0.9672175
25564,LOF,0.043069288,0.022957124,0.9339736
25565,LOF,0.13223429,0.06982418,0.79794157
25566,LOF,0.018417615,0.24295808,0.73862433
25567,LOF,0.003859078,0.0023147347,0.9938262
25568,LOF,0.05849407,0.006341599,0.9351643
25569,LOF,0.047204435,0.0013105889,0.9514849
25570,LOF,0.07855409,0.009790956,0.911655
25571,LOF,0.10824771,0.003263996,0.8884883
25572,LOF,0.031553492,0.005337993,0.96310854
25573,LOF,0.00095850864,0.00081196,0.99822956
25574,LOF,0.0007765383,0.0018284232,0.99739504
25575,LOF,0.04553148,0.0014976115,0.95297086
25576,LOF,0.0038037633,0.001721168,0.99447507
25577,LOF,0.0053211004,0.0056586075,0.9890203
25578,LOF,0.2976173,0.04630956,0.65607315
25579,LOF,0.05781965,0.022308804,0.9198715
25580,LOF,0.01516783,0.003174967,0.98165715
25581,LOF,0.025283461,0.0052339006,0.9694827
25582,LOF,0.008176221,0.00058706285,0.9912367
25583,LOF,0.03766662,0.006139803,0.95619357
25584,Neutral,0.5122046,0.0025922505,0.48520324
25585,LOF,0.00262659,0.0031766074,0.9941968
25586,LOF,0.028140843,0.00489183,0.96696734
25587,LOF,0.015387297,0.00560241,0.97901034
25588,LOF,0.041478842,0.014370217,0.9441509
25589,Neutral,0.85958433,0.004791174,0.13562442
25590,LOF,0.0067540817,0.007325633,0.98592025
25591,LOF,0.02364033,0.0017746615,0.974585
25592,LOF,0.24942401,0.05699934,0.69357663
25593,LOF,0.010761422,0.09095668,0.8982819
25594,LOF,0.004308543,0.01444709,0.9812444
25595,LOF,0.011244521,0.070028804,0.9187266
25596,LOF,0.016911421,0.006293484,0.97679514
25597,LOF,0.009777208,0.011091974,0.9791308
25598,LOF,0.037404038,0.06144228,0.9011537
25599,LOF,0.005130003,0.026426004,0.96844405
25600,LOF,0.009826041,0.020660121,0.96951383
25601,LOF,0.0056675477,0.014228525,0.98010397
25602,LOF,0.03275603,0.03858362,0.9286603
25603,LOF,0.034678526,0.023632038,0.94168943
25604,LOF,0.008278782,0.044511847,0.9472093
25605,LOF,0.014821897,0.11756059,0.86761755
25606,LOF,0.061128728,0.33229956,0.60657173
25607,LOF,0.00034425926,0.0187628,0.9808929
25608,LOF,0.08647078,0.029058361,0.8844708
25609,LOF,0.10764554,0.031788666,0.86056584
25610,LOF,0.02993679,0.009497366,0.96056587
25611,LOF,0.031852454,0.008034007,0.9601135
25612,LOF,0.04847569,0.0071389354,0.9443854
25613,LOF,0.004282693,0.0027378695,0.99297947
25614,LOF,0.023735527,0.021952104,0.9543124
25615,LOF,0.007382734,0.023415396,0.96920186
25616,LOF,0.01834175,0.01867524,0.9629831
25617,LOF,0.06103834,0.018328097,0.9206336
25618,LOF,0.13652176,0.10314877,0.7603295
25619,LOF,0.018275416,0.0047790124,0.97694564
25620,LOF,0.030377664,0.021738535,0.94788384
25621,LOF,0.012184429,0.027069995,0.9607456
25622,LOF,0.008478764,0.032878887,0.9586424
25623,LOF,0.008452822,0.024104586,0.96744263
25624,LOF,0.021273911,0.030652871,0.94807327
25625,LOF,0.0073731444,0.0064877975,0.9861391
25626,LOF,0.04025302,0.005071293,0.9546757
25627,LOF,0.35705963,0.06979298,0.57314736
25628,LOF,0.068517864,0.0056001754,0.9258819
25629,LOF,0.042657346,0.0064761387,0.9508665
25630,LOF,0.06080759,0.008632877,0.9305595
25631,Neutral,0.55437493,0.020541025,0.42508402
25632,LOF,0.007019201,0.012951308,0.9800295
25633,LOF,0.27766025,0.10922428,0.6131155
25634,LOF,0.0072341166,0.011916008,0.9808499
25635,LOF,0.06981797,0.022738917,0.9074431
25636,LOF,0.0017936177,0.294197,0.7040094
25637,LOF,0.0030513268,0.123467624,0.87348104
25638,LOF,0.0048582526,0.17456019,0.82058156
25639,LOF,0.004087335,0.07886949,0.91704315
25640,Neutral,0.89538884,0.019157758,0.08545335
25641,LOF,0.003970222,0.04787793,0.9481519
25642,LOF,0.035623044,0.005432253,0.95894474
25643,LOF,0.23603386,0.01571818,0.748248
25644,LOF,0.0051945616,0.09342227,0.90138316
25645,LOF,0.004259932,0.08077241,0.9149676
25646,LOF,0.0076621664,0.076148905,0.91618896
25647,LOF,0.00467087,0.03116138,0.9641677
25648,LOF,0.0019872556,0.08504613,0.91296667
25649,LOF,0.000821125,0.023869248,0.97530967
25650,LOF,0.031401712,0.16150716,0.8070911
25651,LOF,0.0014323822,0.021469187,0.97709846
25652,LOF,0.0045566782,0.024395322,0.971048
25653,GOF,0.084746346,0.47693548,0.43831825
25654,LOF,0.0053364937,0.22033118,0.7743323
25655,LOF,0.08725335,0.18556845,0.72717816
25656,LOF,0.08802387,0.0849333,0.8270429
25657,LOF,0.32086903,0.0019883031,0.6771426
25658,LOF,0.010680828,0.030305747,0.9590134
25659,LOF,0.06652045,0.0035389238,0.9299407
25660,LOF,0.037508503,0.009659311,0.9528322
25661,LOF,0.023674754,0.0026141799,0.973711
25662,LOF,0.021481832,0.014670965,0.9638472
25663,LOF,0.0266844,0.009161775,0.9641538
25664,LOF,0.008207591,0.05228434,0.939508
25665,LOF,0.010528282,0.012675878,0.9767958
25666,LOF,0.010820909,0.05077989,0.93839926
25667,LOF,0.021056239,0.004927916,0.97401583
25668,LOF,0.0132861,0.0062497607,0.98046416
25669,LOF,0.01794507,0.032848526,0.9492064
25670,LOF,0.007224305,0.0063353945,0.98644024
25671,LOF,0.049566165,0.013735285,0.9366986
25672,LOF,0.010116109,0.0043834783,0.9855004
25673,LOF,0.015558061,0.023573909,0.960868
25674,LOF,0.0074593276,0.022098891,0.97044176
25675,LOF,0.011441198,0.015536126,0.97302276
25676,LOF,0.024417713,0.015034765,0.96054757
25677,LOF,0.04392558,0.0056413743,0.9504331
25678,LOF,0.32653418,0.0074756197,0.6659901
25679,LOF,0.0130842365,0.0062706177,0.9806451
25680,LOF,0.05860863,0.0062504825,0.93514085
25681,LOF,0.0727406,0.006813525,0.9204459
25682,LOF,0.029485956,0.010149064,0.96036506
25683,LOF,0.01070794,0.013094829,0.9761972
25684,LOF,0.09537792,0.015074998,0.8895471
25685,LOF,0.01984631,0.012623712,0.96753
25686,LOF,0.008713121,0.009603138,0.98168373
25687,LOF,0.020683046,0.009936129,0.96938086
25688,LOF,0.027690586,0.12028434,0.8520251
25689,LOF,0.012441438,0.025126768,0.96243185
25690,LOF,0.0072442116,0.10334699,0.8894088
25691,LOF,0.09033554,0.340647,0.56901747
25692,LOF,0.10159505,0.0058997343,0.89250517
25693,LOF,0.021053983,0.05414059,0.92480534
25694,LOF,0.044310592,0.00071352255,0.95497584
25695,LOF,0.020457242,0.0017136468,0.9778291
25696,LOF,0.084597036,0.005250929,0.910152
25697,LOF,0.11733426,0.013121366,0.8695444
25698,LOF,0.02066791,0.2505786,0.72875345
25699,LOF,0.055571727,0.047461852,0.89696646
25700,LOF,0.09100513,0.0021001792,0.9068947
25701,LOF,0.010261203,0.048524465,0.94121426
25702,LOF,0.045445602,0.12215748,0.8323969
25703,LOF,0.0065474757,0.011840546,0.981612
25704,LOF,0.04272197,0.011458558,0.94581944
25705,LOF,0.06207136,0.019870995,0.91805756
25706,LOF,0.0131617775,0.48703274,0.49980542
25707,LOF,0.009891705,0.37630746,0.6138008
25708,GOF,0.004778562,0.49934307,0.49587846
25709,LOF,0.018888518,0.012218559,0.96889293
25710,LOF,0.0028606101,0.05247379,0.9446656
25711,LOF,0.013456978,0.008446288,0.9780968
25712,LOF,0.004022407,0.016225178,0.9797524
25713,LOF,0.018622996,0.010183737,0.97119325
25714,LOF,0.024277112,0.1078545,0.8678684
25715,LOF,0.01697665,0.042022873,0.94100046
25716,LOF,0.0014520625,0.028746365,0.96980155
25717,LOF,0.0020316453,0.04762773,0.9503406
25718,LOF,0.028086077,0.027868155,0.94404584
25719,LOF,0.014600272,0.012214735,0.97318494
25720,LOF,0.010554625,0.015589898,0.9738555
25721,LOF,0.027378688,0.01891116,0.9537101
25722,LOF,0.016662724,0.024599433,0.95873785
25723,LOF,0.036733575,0.032285802,0.93098056
25724,LOF,0.01845524,0.26786354,0.71368116
25725,LOF,0.04502577,0.027854256,0.9271199
25726,LOF,0.020565001,0.040234953,0.93920004
25727,LOF,0.021020493,0.010421346,0.9685582
25728,LOF,0.025088912,0.06410197,0.91080904
25729,LOF,0.02660497,0.06712045,0.90627456
25730,LOF,0.039823674,0.04558869,0.9145877
25731,LOF,0.002679832,0.04702331,0.9502969
25732,LOF,0.01899701,0.026553534,0.9544495
25733,LOF,0.028859956,0.08161857,0.8895214
25734,LOF,0.0023081624,0.039825637,0.9578662
25735,LOF,0.009335596,0.02710877,0.9635556
25736,LOF,0.01866749,0.045665115,0.9356674
25737,LOF,0.028449485,0.017922048,0.9536285
25738,LOF,0.032880686,0.043695427,0.9234239
25739,LOF,0.024956306,0.057904985,0.9171387
25740,LOF,0.019087126,0.045002457,0.9359104
25741,LOF,0.01054815,0.016417997,0.9730339
25742,LOF,0.01778153,0.024370037,0.9578485
25743,LOF,0.0062519494,0.004889726,0.98885834
25744,LOF,0.15203412,0.044792876,0.803173
25745,LOF,0.026230346,0.046556216,0.9272135
25746,LOF,0.005512333,0.026326252,0.96816134
25747,LOF,0.03140331,0.0033325676,0.96526414
25748,LOF,0.06838976,0.07034143,0.86126876
25749,LOF,0.005471619,0.06857367,0.9259547
25750,LOF,0.0087506315,0.06787065,0.92337877
25751,LOF,0.029722387,0.020636294,0.9496413
25752,LOF,0.061510015,0.29074448,0.6477455
25753,LOF,0.006786516,0.13375211,0.8594614
25754,GOF,0.004912742,0.961131,0.03395627
25755,LOF,0.004127121,0.07074616,0.92512673
25756,LOF,0.011264439,0.22358859,0.765147
25757,GOF,0.0030453547,0.8899004,0.10705418
25758,GOF,0.006272125,0.90735465,0.08637317
25759,GOF,0.0033224684,0.8053616,0.19131587
25760,LOF,0.0030707128,0.05707157,0.9398577
25761,GOF,0.020698221,0.9287377,0.050563995
25762,LOF,0.018253107,0.10278177,0.87896514
25763,LOF,0.003727229,0.07319029,0.9230825
25764,GOF,0.18274072,0.54530966,0.27194956
25765,GOF,0.0059682583,0.9206908,0.073341
25766,GOF,0.038632262,0.83375573,0.12761202
25767,LOF,0.0107882945,0.25220555,0.7370061
25768,LOF,0.03135396,0.0043147556,0.96433127
25769,LOF,0.024784638,0.093923114,0.8812923
25770,Neutral,0.7945997,0.093520395,0.11187997
25771,LOF,0.008655806,0.04548776,0.94585645
25772,LOF,0.045955915,0.09224284,0.86180127
25773,LOF,0.010881506,0.20390418,0.7852143
25774,LOF,0.0055555133,0.22128704,0.7731574
25775,LOF,0.0050207917,0.008248185,0.98673105
25776,LOF,0.017620414,0.07647657,0.90590304
25777,LOF,0.41546625,0.14121237,0.44332135
25778,LOF,0.024076212,0.08352651,0.89239734
25779,LOF,0.1646568,0.34502918,0.490314
25780,LOF,0.12786932,0.25945443,0.61267626
25781,LOF,0.07514132,0.15446822,0.77039045
25782,LOF,0.07725009,0.38100913,0.5417408
25783,LOF,0.20095538,0.23910095,0.5599437
25784,GOF,0.28123942,0.36826295,0.35049763
25785,Neutral,0.45836872,0.2058663,0.33576503
25786,LOF,0.011563884,0.097866766,0.8905693
25787,Neutral,0.6294696,0.1129008,0.25762963
25788,LOF,0.027673565,0.011355565,0.9609709
25789,LOF,0.09811795,0.32232365,0.5795584
25790,LOF,0.08988557,0.13926019,0.7708542
25791,LOF,0.049663514,0.15394197,0.79639447
25792,LOF,0.061226457,0.157316,0.7814576
25793,LOF,0.07260881,0.25300094,0.67439026
25794,LOF,0.111317866,0.083233245,0.80544895
25795,LOF,0.06268052,0.06246498,0.8748545
25796,Neutral,0.48298237,0.06309493,0.45392263
25797,LOF,0.09491661,0.036423042,0.8686604
25798,LOF,0.008421506,0.2777633,0.7138152
25799,LOF,0.012413269,0.29799816,0.6895886
25800,GOF,0.11758411,0.53464496,0.347771
25801,LOF,0.054020066,0.29534593,0.650634
25802,LOF,0.06195955,0.26842785,0.6696126
25803,LOF,0.056616526,0.1289877,0.8143958
25804,LOF,0.08517806,0.11884181,0.79598016
25805,LOF,0.067817606,0.25501904,0.67716336
25806,LOF,0.09871146,0.21346055,0.687828
25807,LOF,0.032375354,0.11487152,0.85275316
25808,LOF,0.115671866,0.2497601,0.63456804
25809,LOF,0.009050983,0.068969615,0.9219795
25810,LOF,0.011520109,0.11593776,0.87254214
25811,LOF,0.21525487,0.23279683,0.5519483
