feature0,prediction,LoGoFunc_Neutral,LoGoFunc_GOF,LoGoFunc_LOF
25546,Neutral,0.6972885,0.0064047505,0.29630676
25547,Neutral,0.6115142,0.006527855,0.38195783
25548,Neutral,0.6134131,0.004942917,0.381644
25549,Neutral,0.54703903,0.005107987,0.447853
25550,LOF,0.35101086,0.017960958,0.6310282
25551,LOF,0.2799611,0.017110385,0.7029285
25552,LOF,0.14864333,0.012861801,0.8384949
25553,Neutral,0.927191,0.0024076744,0.0704013
25554,LOF,0.15010914,0.012355943,0.8375349
25555,LOF,0.07143024,0.007755219,0.9208146
25556,Neutral,0.5644924,0.007090879,0.42841664
25557,LOF,0.042053714,0.008131667,0.9498146
25558,LOF,0.12072887,0.015561751,0.8637094
25559,LOF,0.28653184,0.0034763643,0.70999175
25560,LOF,0.00839686,0.008961333,0.9826418
25561,LOF,0.048650883,0.028234635,0.9231145
25562,LOF,0.016048953,0.01251637,0.9714346
25563,LOF,0.022381267,0.009772178,0.9678466
25564,LOF,0.10891612,0.027953187,0.8631306
25565,LOF,0.13722649,0.04656257,0.8162109
25566,LOF,0.031123593,0.37126952,0.5976069
25567,LOF,0.0028582658,0.006363018,0.9907787
25568,LOF,0.013347986,0.009442113,0.97720987
25569,LOF,0.011644138,0.0023330746,0.98602283
25570,LOF,0.06158681,0.029252797,0.9091604
25571,LOF,0.06338192,0.014779914,0.9218381
25572,LOF,0.019806717,0.014969474,0.96522385
25573,LOF,0.0014585388,0.0038051961,0.99473625
25574,LOF,0.00087337947,0.005428569,0.99369806
25575,LOF,0.047516145,0.011355622,0.9411282
25576,LOF,0.0044547403,0.0083999885,0.9871452
25577,LOF,0.0030094867,0.024411274,0.97257924
25578,LOF,0.21441528,0.024919778,0.7606649
25579,LOF,0.23168017,0.021939239,0.74638057
25580,LOF,0.027848817,0.016454717,0.9556964
25581,LOF,0.008087134,0.006025282,0.9858876
25582,LOF,0.0075536342,0.003193908,0.9892525
25583,LOF,0.06399174,0.027481716,0.90852654
25584,Neutral,0.71291006,0.010490487,0.2765994
25585,LOF,0.003380444,0.014618789,0.98200077
25586,LOF,0.019407542,0.015787387,0.9648051
25587,LOF,0.011553951,0.007200833,0.98124516
25588,LOF,0.017930996,0.015981438,0.9660876
25589,Neutral,0.7769129,0.037995234,0.18509187
25590,LOF,0.0034408069,0.023319703,0.9732395
25591,LOF,0.037846133,0.00362054,0.9585333
25592,LOF,0.04919733,0.080986485,0.8698162
25593,LOF,0.007174802,0.3550318,0.63779336
25594,LOF,0.0035630018,0.01233309,0.9841039
25595,LOF,0.029989079,0.03282707,0.93718386
25596,LOF,0.011178217,0.01745987,0.97136194
25597,LOF,0.0074891304,0.0061529838,0.9863579
25598,LOF,0.01739926,0.029438375,0.9531623
25599,LOF,0.006749479,0.14173242,0.8515181
25600,LOF,0.007578054,0.053296562,0.9391254
25601,LOF,0.0015288467,0.024894014,0.9735771
25602,LOF,0.010159925,0.015994905,0.9738452
25603,LOF,0.03256644,0.005754181,0.9616794
25604,LOF,0.0040386287,0.013628268,0.9823331
25605,LOF,0.0043104202,0.039401505,0.9562881
25606,GOF,0.026138877,0.48938483,0.48447633
25607,LOF,0.00023133431,0.005075827,0.99469286
25608,LOF,0.18511204,0.030109573,0.78477836
25609,LOF,0.10718964,0.060712982,0.83209735
25610,LOF,0.026711902,0.0013619438,0.97192615
25611,LOF,0.063689835,0.0012947833,0.9350153
25612,LOF,0.028827911,0.001878444,0.9692936
25613,LOF,0.012245319,0.0016874754,0.98606724
25614,LOF,0.025552947,0.0025756694,0.97187144
25615,LOF,0.006818004,0.0040419614,0.98914003
25616,LOF,0.024778178,0.0030564498,0.9721654
25617,LOF,0.028307129,0.002593507,0.96909934
25618,LOF,0.3130079,0.008521949,0.67847013
25619,LOF,0.013348204,0.0009567793,0.98569506
25620,LOF,0.023927601,0.0038664967,0.97220594
25621,LOF,0.00898741,0.0028612078,0.98815143
25622,LOF,0.0062352964,0.0071174116,0.98664725
25623,LOF,0.009915376,0.0060182684,0.98406637
