feature0,prediction,LoGoFunc_Neutral,LoGoFunc_GOF,LoGoFunc_LOF
25546,LOF,0.30348378,0.34807423,0.34844196
25547,LOF,0.30348378,0.34807423,0.34844196
25548,LOF,0.30348378,0.34807423,0.34844196
25549,LOF,0.30348378,0.34807423,0.34844196
25550,LOF,0.30348378,0.34807423,0.34844196
25551,LOF,0.30348378,0.34807423,0.34844196
25552,LOF,0.30348378,0.34807423,0.34844196
25553,LOF,0.30348378,0.34807423,0.34844196
25554,LOF,0.30348378,0.34807423,0.34844196
25555,LOF,0.30348378,0.34807423,0.34844196
25556,LOF,0.30348378,0.34807423,0.34844196
25557,LOF,0.30348378,0.34807423,0.34844196
25558,LOF,0.30348378,0.34807423,0.34844196
25559,LOF,0.30348378,0.34807423,0.34844196
25560,GOF,0.23321794,0.42309448,0.3436876
25561,Neutral,0.55870783,0.05098204,0.39031008
25562,GOF,0.24474919,0.41423115,0.34101966
25563,GOF,0.3779084,0.43312106,0.18897049
25564,LOF,0.30348378,0.34807423,0.34844196
25565,Neutral,0.4717741,0.26740202,0.26082382
25566,LOF,0.30348378,0.34807423,0.34844196
25567,LOF,0.30348378,0.34807423,0.34844196
25568,LOF,0.30348378,0.34807423,0.34844196
25569,LOF,0.30348378,0.34807423,0.34844196
25570,LOF,0.30348378,0.34807423,0.34844196
25571,LOF,0.30348378,0.34807423,0.34844196
25572,LOF,0.30348378,0.34807423,0.34844196
25573,LOF,0.30348378,0.34807423,0.34844196
25574,LOF,0.30348378,0.34807423,0.34844196
25575,LOF,0.30348378,0.34807423,0.34844196
25576,LOF,0.30348378,0.34807423,0.34844196
25577,LOF,0.30348378,0.34807423,0.34844196
25578,LOF,0.30348378,0.34807423,0.34844196
25579,LOF,0.30348378,0.34807423,0.34844196
25580,LOF,0.30348378,0.34807423,0.34844196
25581,LOF,0.30348378,0.34807423,0.34844196
25582,LOF,0.30348378,0.34807423,0.34844196
25583,LOF,0.30348378,0.34807423,0.34844196
25584,LOF,0.32339618,0.30989113,0.36671266
25585,LOF,0.30348378,0.34807423,0.34844196
25586,LOF,0.30348378,0.34807423,0.34844196
25587,LOF,0.30348378,0.34807423,0.34844196
25588,LOF,0.30348378,0.34807423,0.34844196
25589,Neutral,0.50617933,0.08109192,0.41272876
25590,LOF,0.30348378,0.34807423,0.34844196
25591,LOF,0.30348378,0.34807423,0.34844196
25592,LOF,0.30348378,0.34807423,0.34844196
25593,LOF,0.30348378,0.34807423,0.34844196
25594,LOF,0.30348378,0.34807423,0.34844196
25595,LOF,0.30348378,0.34807423,0.34844196
25596,LOF,0.30348378,0.34807423,0.34844196
25597,LOF,0.30348378,0.34807423,0.34844196
25598,LOF,0.30348378,0.34807423,0.34844196
25599,LOF,0.30348378,0.34807423,0.34844196
25600,LOF,0.30348378,0.34807423,0.34844196
25601,LOF,0.30348378,0.34807423,0.34844196
25602,LOF,0.30348378,0.34807423,0.34844196
25603,LOF,0.30348378,0.34807423,0.34844196
25604,LOF,0.30348378,0.34807423,0.34844196
25605,LOF,0.30348378,0.34807423,0.34844196
25606,LOF,0.30348378,0.34807423,0.34844196
25607,LOF,0.30348378,0.34807423,0.34844196
25608,LOF,0.30348378,0.34807423,0.34844196
25609,LOF,0.3152857,0.2686081,0.41610622
25610,LOF,0.30348378,0.34807423,0.34844196
25611,LOF,0.30348378,0.34807423,0.34844196
25612,LOF,0.30348378,0.34807423,0.34844196
25613,LOF,0.30348378,0.34807423,0.34844196
25614,LOF,0.30348378,0.34807423,0.34844196
25615,LOF,0.30348378,0.34807423,0.34844196
25616,LOF,0.30348378,0.34807423,0.34844196
25617,LOF,0.30348378,0.34807423,0.34844196
25618,LOF,0.30348378,0.34807423,0.34844196
25619,LOF,0.30348378,0.34807423,0.34844196
25620,LOF,0.30348378,0.34807423,0.34844196
25621,LOF,0.30348378,0.34807423,0.34844196
25622,LOF,0.30348378,0.34807423,0.34844196
25623,LOF,0.30348378,0.34807423,0.34844196
25624,LOF,0.30348378,0.34807423,0.34844196
25625,LOF,0.30348378,0.34807423,0.34844196
25626,LOF,0.30348378,0.34807423,0.34844196
25627,LOF,0.30348378,0.34807423,0.34844196
25628,LOF,0.3204546,0.30531105,0.37423435
25629,LOF,0.30348378,0.34807423,0.34844196
25630,LOF,0.21721135,0.27522042,0.50756824
25631,Neutral,0.47937822,0.07450712,0.44611463
25632,LOF,0.30348378,0.34807423,0.34844196
25633,LOF,0.30348378,0.34807423,0.34844196
25634,LOF,0.30348378,0.34807423,0.34844196
25635,LOF,0.30348378,0.34807423,0.34844196
25636,LOF,0.30348378,0.34807423,0.34844196
25637,LOF,0.30348378,0.34807423,0.34844196
25638,LOF,0.30348378,0.34807423,0.34844196
25639,LOF,0.30348378,0.34807423,0.34844196
25640,LOF,0.30348378,0.34807423,0.34844196
25641,LOF,0.30348378,0.34807423,0.34844196
25642,Neutral,0.74442893,0.04117398,0.21439706
25643,LOF,0.30348378,0.34807423,0.34844196
25644,LOF,0.30348378,0.34807423,0.34844196
25645,LOF,0.30348378,0.34807423,0.34844196
25646,LOF,0.30348378,0.34807423,0.34844196
25647,LOF,0.30348378,0.34807423,0.34844196
25648,LOF,0.30348378,0.34807423,0.34844196
25649,LOF,0.30348378,0.34807423,0.34844196
25650,LOF,0.30348378,0.34807423,0.34844196
25651,LOF,0.30348378,0.34807423,0.34844196
25652,LOF,0.30348378,0.34807423,0.34844196
25653,LOF,0.30348378,0.34807423,0.34844196
25654,LOF,0.30348378,0.34807423,0.34844196
25655,LOF,0.30348378,0.34807423,0.34844196
25656,LOF,0.30348378,0.34807423,0.34844196
25657,Neutral,0.74080056,0.039507005,0.21969236
